5900	
-1.04005	-0.660009
-1.04016	-0.660027
-1.04016	-0.660027
-1.04027	-0.660045
-1.04027	-0.660045
-1.04038	-0.660064
-1.04038	-0.660064
-1.04048	-0.660083
-1.04048	-0.660083
-1.04059	-0.660101
-1.04059	-0.660101
-1.04069	-0.66012
-1.04069	-0.66012
-1.0408	-0.66014
-1.0408	-0.66014
-1.0409	-0.660159
-1.0409	-0.660159
-1.04101	-0.660179
-1.04101	-0.660179
-1.04111	-0.660198
-1.04111	-0.660198
-1.04121	-0.660218
-1.04121	-0.660218
-1.04131	-0.660238
-1.04131	-0.660238
-1.04142	-0.660258
-1.04142	-0.660258
-1.04152	-0.660279
-1.04152	-0.660279
-1.04162	-0.660299
-1.04162	-0.660299
-1.04172	-0.66032
-1.04172	-0.66032
-1.04182	-0.660341
-1.04182	-0.660341
-1.04191	-0.660362
-1.04191	-0.660362
-1.04201	-0.660383
-1.04201	-0.660383
-1.04211	-0.660404
-1.04211	-0.660404
-1.04221	-0.660426
-1.04221	-0.660426
-1.0423	-0.660447
-1.0423	-0.660447
-1.0424	-0.660469
-1.0424	-0.660469
-1.04249	-0.660491
-1.04249	-0.660491
-1.04259	-0.660513
-1.04259	-0.660513
-1.04268	-0.660535
-1.04268	-0.660535
-1.04277	-0.660558
-1.04277	-0.660558
-1.04287	-0.66058
-1.04287	-0.66058
-1.04296	-0.660603
-1.04296	-0.660603
-1.04305	-0.660626
-1.04305	-0.660626
-1.04314	-0.660649
-1.04314	-0.660649
-1.04323	-0.660672
-1.04323	-0.660672
-1.04332	-0.660695
-1.04332	-0.660695
-1.04341	-0.660718
-1.04341	-0.660718
-1.0435	-0.660742
-1.0435	-0.660742
-1.04358	-0.660766
-1.04358	-0.660766
-1.04367	-0.660789
-1.04367	-0.660789
-1.04376	-0.660813
-1.04376	-0.660813
-1.04384	-0.660837
-1.04384	-0.660837
-1.04393	-0.660862
-1.04393	-0.660862
-1.04401	-0.660886
-1.04401	-0.660886
-1.04409	-0.66091
-1.04409	-0.66091
-1.04418	-0.660935
-1.04418	-0.660935
-1.04426	-0.66096
-1.04426	-0.66096
-1.04434	-0.660984
-1.04434	-0.660984
-1.04442	-0.661009
-1.04442	-0.661009
-1.0445	-0.661034
-1.0445	-0.661034
-1.04458	-0.66106
-1.04458	-0.66106
-1.04466	-0.661085
-1.04466	-0.661085
-1.04474	-0.66111
-1.04474	-0.66111
-1.04482	-0.661136
-1.04482	-0.661136
-1.0449	-0.661162
-1.0449	-0.661162
-1.04497	-0.661187
-1.04497	-0.661187
-1.04505	-0.661213
-1.04505	-0.661213
-1.04512	-0.661239
-1.04512	-0.661239
-1.0452	-0.661266
-1.0452	-0.661266
-1.04527	-0.661292
-1.04527	-0.661292
-1.04535	-0.661318
-1.04535	-0.661318
-1.04542	-0.661345
-1.04542	-0.661345
-1.04549	-0.661371
-1.04549	-0.661371
-1.04556	-0.661398
-1.04556	-0.661398
-1.04563	-0.661425
-1.04563	-0.661425
-1.0457	-0.661452
-1.0457	-0.661452
-1.04577	-0.661479
-1.04577	-0.661479
-1.04584	-0.661506
-1.04584	-0.661506
-1.04591	-0.661533
-1.04591	-0.661533
-1.04598	-0.66156
-1.04598	-0.66156
-1.04604	-0.661587
-1.04604	-0.661587
-1.04611	-0.661615
-1.04611	-0.661615
-1.04617	-0.661643
-1.04617	-0.661643
-1.04624	-0.66167
-1.04624	-0.66167
-1.0463	-0.661698
-1.0463	-0.661698
-1.04637	-0.661726
-1.04637	-0.661726
-1.04643	-0.661754
-1.04643	-0.661754
-1.04649	-0.661782
-1.04649	-0.661782
-1.04655	-0.66181
-1.04655	-0.66181
-1.04661	-0.661838
-1.04661	-0.661838
-1.04667	-0.661866
-1.04667	-0.661866
-1.04673	-0.661895
-1.04673	-0.661895
-1.04679	-0.661923
-1.04679	-0.661923
-1.04685	-0.661952
-1.04685	-0.661952
-1.04691	-0.66198
-1.04691	-0.66198
-1.04696	-0.662009
-1.04696	-0.662009
-1.04702	-0.662038
-1.04702	-0.662038
-1.04707	-0.662066
-1.04707	-0.662066
-1.04713	-0.662095
-1.04713	-0.662095
-1.04718	-0.662124
-1.04718	-0.662124
-1.04723	-0.662153
-1.04723	-0.662153
-1.04729	-0.662182
-1.04729	-0.662182
-1.04734	-0.662212
-1.04734	-0.662212
-1.04739	-0.662241
-1.04739	-0.662241
-1.04744	-0.66227
-1.04744	-0.66227
-1.04749	-0.662299
-1.04749	-0.662299
-1.04754	-0.662329
-1.04754	-0.662329
-1.04759	-0.662358
-1.04759	-0.662358
-1.04764	-0.662388
-1.04764	-0.662388
-1.04768	-0.662418
-1.04768	-0.662418
-1.04773	-0.662447
-1.04773	-0.662447
-1.04777	-0.662477
-1.04777	-0.662477
-1.04782	-0.662507
-1.04782	-0.662507
-1.04786	-0.662537
-1.04786	-0.662537
-1.04791	-0.662566
-1.04791	-0.662566
-1.04795	-0.662596
-1.04795	-0.662596
-1.04799	-0.662626
-1.04799	-0.662626
-1.04803	-0.662656
-1.04803	-0.662656
-1.04807	-0.662686
-1.04807	-0.662686
-1.04811	-0.662717
-1.04811	-0.662717
-1.04815	-0.662747
-1.04815	-0.662747
-1.04819	-0.662777
-1.04819	-0.662777
-1.04823	-0.662807
-1.04823	-0.662807
-1.04827	-0.662838
-1.04827	-0.662838
-1.0483	-0.662868
-1.0483	-0.662868
-1.04834	-0.662898
-1.04834	-0.662898
-1.04838	-0.662929
-1.04838	-0.662929
-1.04841	-0.662959
-1.04841	-0.662959
-1.04845	-0.66299
-1.04845	-0.66299
-1.04848	-0.66302
-1.04848	-0.66302
-1.04851	-0.663051
-1.04851	-0.663051
-1.04854	-0.663081
-1.04854	-0.663081
-1.04857	-0.663112
-1.04857	-0.663112
-1.04861	-0.663142
-1.04861	-0.663142
-1.04864	-0.663173
-1.04864	-0.663173
-1.04866	-0.663204
-1.04866	-0.663204
-1.04869	-0.663235
-1.04869	-0.663235
-1.04872	-0.663265
-1.04872	-0.663265
-1.04875	-0.663296
-1.04875	-0.663296
-1.04877	-0.663327
-1.04877	-0.663327
-1.0488	-0.663358
-1.0488	-0.663358
-1.04883	-0.663388
-1.04883	-0.663388
-1.04885	-0.663419
-1.04885	-0.663419
-1.04887	-0.66345
-1.04887	-0.66345
-1.0489	-0.663481
-1.0489	-0.663481
-1.04892	-0.663512
-1.04892	-0.663512
-1.04894	-0.663543
-1.04894	-0.663543
-1.04896	-0.663574
-1.04896	-0.663574
-1.04898	-0.663605
-1.04898	-0.663605
-1.049	-0.663636
-1.049	-0.663636
-1.04902	-0.663667
-1.04902	-0.663667
-1.04904	-0.663697
-1.04904	-0.663697
-1.04906	-0.663728
-1.04906	-0.663728
-1.04908	-0.663759
-1.04908	-0.663759
-1.04909	-0.66379
-1.04909	-0.66379
-1.04911	-0.663821
-1.04911	-0.663821
-1.04913	-0.663852
-1.04913	-0.663852
-1.04914	-0.663883
-1.04914	-0.663883
-1.04916	-0.663914
-1.04916	-0.663914
-1.04917	-0.663945
-1.04917	-0.663945
-1.04918	-0.663976
-1.04918	-0.663976
-1.04919	-0.664007
-1.04919	-0.664007
-1.04921	-0.664038
-1.04921	-0.664038
-1.04922	-0.664069
-1.04922	-0.664069
-1.04923	-0.6641
-1.04923	-0.6641
-1.04924	-0.664131
-1.04924	-0.664131
-1.04924	-0.664162
-1.04924	-0.664162
-1.04925	-0.664193
-1.04925	-0.664193
-1.04926	-0.664223
-1.04926	-0.664223
-1.04927	-0.664254
-1.04927	-0.664254
-1.04927	-0.664285
-1.04927	-0.664285
-1.04928	-0.664316
-1.04928	-0.664316
-1.04929	-0.664347
-1.04929	-0.664347
-1.04929	-0.664378
-1.04929	-0.664378
-1.04929	-0.664408
-1.04929	-0.664408
-1.0493	-0.664439
-1.0493	-0.664439
-1.0493	-0.66447
-1.0493	-0.66447
-1.0493	-0.664501
-1.0493	-0.664501
-1.0493	-0.664531
-1.0493	-0.664531
-1.0493	-0.664562
-1.0493	-0.664562
-1.0493	-0.664593
-1.0493	-0.664593
-1.0493	-0.664623
-1.0493	-0.664623
-1.0493	-0.664654
-1.0493	-0.664654
-1.0493	-0.664684
-1.0493	-0.664684
-1.0493	-0.664715
-1.0493	-0.664715
-1.0493	-0.664745
-1.0493	-0.664745
-1.04929	-0.664776
-1.04929	-0.664776
-1.04929	-0.664806
-1.04929	-0.664806
-1.04928	-0.664837
-1.04928	-0.664837
-1.04928	-0.664867
-1.04928	-0.664867
-1.04927	-0.664897
-1.04927	-0.664897
-1.04927	-0.664927
-1.04927	-0.664927
-1.04926	-0.664958
-1.04926	-0.664958
-1.04925	-0.664988
-1.04925	-0.664988
-1.04924	-0.665018
-1.04924	-0.665018
-1.04924	-0.665048
-1.04924	-0.665048
-1.04923	-0.665078
-1.04923	-0.665078
-1.04922	-0.665108
-1.04922	-0.665108
-1.04921	-0.665138
-1.04921	-0.665138
-1.04919	-0.665168
-1.04919	-0.665168
-1.04918	-0.665198
-1.04918	-0.665198
-1.04917	-0.665228
-1.04917	-0.665228
-1.04916	-0.665258
-1.04916	-0.665258
-1.04914	-0.665287
-1.04914	-0.665287
-1.04913	-0.665317
-1.04913	-0.665317
-1.04912	-0.665347
-1.04912	-0.665347
-1.0491	-0.665376
-1.0491	-0.665376
-1.04909	-0.665406
-1.04909	-0.665406
-1.04907	-0.665435
-1.04907	-0.665435
-1.04905	-0.665465
-1.04905	-0.665465
-1.04904	-0.665494
-1.04904	-0.665494
-1.04902	-0.665523
-1.04902	-0.665523
-1.049	-0.665553
-1.049	-0.665553
-1.04898	-0.665582
-1.04898	-0.665582
-1.04896	-0.665611
-1.04896	-0.665611
-1.04894	-0.66564
-1.04894	-0.66564
-1.04892	-0.665669
-1.04892	-0.665669
-1.0489	-0.665698
-1.0489	-0.665698
-1.04888	-0.665727
